CidAdaptadaId;Codigo;Diagnostico
11025;X638;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados
11026;X639;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado
11027;X640;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - residência
11028;X641;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - habitação coletiva
11029;X642;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - escolas, outras instituições e áreas de administração pública
11030;X643;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - área para a prática de esportes e atletismo
11031;X644;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - rua e estrada
11032;X645;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas de comércio e de serviços
11033;X646;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas industriais e em construção
11034;X647;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - fazenda
11035;X648;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - outros locais especificados
11036;X649;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - local não especificado
11037;X650;Auto-intoxicação voluntária por álcool - residência
11038;X651;Auto-intoxicação voluntária por álcool - habitação coletiva
11039;X652;Auto-intoxicação voluntária por álcool - escolas, outras instituições e áreas de administração pública
11040;X653;Auto-intoxicação voluntária por álcool - área para a prática de esportes e atletismo
11041;X654;Auto-intoxicação voluntária por álcool - rua e estrada
11042;X655;Auto-intoxicação voluntária por álcool - áreas de comércio e de serviços
11043;X656;Auto-intoxicação voluntária por álcool - áreas industriais e em construção
11044;X657;Auto-intoxicação voluntária por álcool - fazenda
11045;X658;Auto-intoxicação voluntária por álcool - outros locais especificados
11046;X659;Auto-intoxicação voluntária por álcool - local não especificado
11047;X660;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - residência
11048;X661;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - habitação coletiva
11049;X662;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública
11050;X663;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo
11051;X664;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - rua e estrada
11052;X665;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços
11053;X666;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção
11054;X667;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - fazenda
11055;X668;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - outros locais especificados
11056;X669;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - local não especificado
11057;X670;Auto-intoxicação intencional por outros gases e vapores - residência
11058;X671;Auto-intoxicação intencional por outros gases e vapores - habitação coletiva
11059;X672;Auto-intoxicação intencional por outros gases e vapores - escolas, outras instituições e áreas de administração pública
11060;X673;Auto-intoxicação intencional por outros gases e vapores - área para a prática de esportes e atletismo
11061;X674;Auto-intoxicação intencional por outros gases e vapores - rua e estrada
11062;X675;Auto-intoxicação intencional por outros gases e vapores - áreas de comércio e de serviços
11063;X676;Auto-intoxicação intencional por outros gases e vapores - áreas industriais e em construção
11064;X677;Auto-intoxicação intencional por outros gases e vapores - fazenda
11065;X678;Auto-intoxicação intencional por outros gases e vapores - outros locais especificados
11066;X679;Auto-intoxicação intencional por outros gases e vapores - local não especificado
11067;X680;Auto-intoxicação por e exposição, intencional, a pesticidas - residência
11068;X681;Auto-intoxicação por e exposição, intencional, a pesticidas - habitação coletiva
11069;X682;Auto-intoxicação por e exposição, intencional, a pesticidas - escolas, outras instituições e áreas de administração pública
11070;X683;Auto-intoxicação por e exposição, intencional, a pesticidas - área para a prática de esportes e atletismo
11071;X684;Auto-intoxicação por e exposição, intencional, a pesticidas - rua e estrada
11072;X685;Auto-intoxicação por e exposição, intencional, a pesticidas - áreas de comércio e de serviços
11073;X686;Auto-intoxicação por e exposição, intencional, a pesticidas - áreas industriais e em construção
11074;X687;Auto-intoxicação por e exposição, intencional, a pesticidas - fazenda
11075;X688;Auto-intoxicação por e exposição, intencional, a pesticidas - outros locais especificados
11076;X689;Auto-intoxicação por e exposição, intencional, a pesticidas - local não especificado
11077;X690;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - residência
11078;X691;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - habitação coletiva
11079;X692;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - escolas, outras instituições e áreas de administração pública
11080;X693;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - área para a prática de esportes e atletismo
11081;X694;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - rua e estrada
11082;X695;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas de comércio e de serviços
11083;X696;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas industriais e em construção
11084;X697;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - fazenda
11085;X698;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - outros locais especificados
11086;X699;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - local não especificado
11087;X700;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência
11088;X701;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - habitação coletiva
11089;X702;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública
11090;X703;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo
11091;X704;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - rua e estrada
